2025-05-27T16:44:29,,,,,,,,,,,,,,TOUCH_SLIDER_RESOLUTION,100,
Configurations(Methods):,,,,,,,,,,,,,,TOUCH_DECIMAL_POINT_PRECISION,100,
Name,Touch Interfaces,,,,,,,,,,,,,num_elements,5,
config01,"Slider00, TS15, TS14, TS13, TS12, TS01",,,,,,,,,,,,,resol_plus,400,
65535,940,100,11573,11562,11573,11543,11578,,0,4,35,5,114,40,488,100
65535,940,100,11586,11554,11570,11537,11578,,0,0,16,32,300,48,33,1
65535,940,100,11587,11556,11569,11539,11548,,0,0,18,31,272,49,37,1
65535,940,100,11591,11543,11569,11551,11552,,0,0,22,48,318,70,31,1
65535,940,100,11584,11551,11550,11522,11514,,0,0,34,33,197,67,51,0
65535,940,100,11564,11557,11524,11540,11526,,0,0,40,7,118,47,85,14
65535,940,100,11559,11554,11549,11545,11555,,0,0,10,5,150,15,67,7
65535,940,100,11546,11558,11563,11521,11567,,0,4,46,4,109,50,492,100
65535,940,100,11560,11610,11568,11503,11575,,0,1,50,42,184,92,154,31
65535,940,100,11573,11587,11576,11511,11573,,0,1,14,11,179,25,156,31
65535,940,100,11570,11573,11552,11489,11574,,0,4,85,22,126,107,479,100
65535,940,100,11570,11564,11559,11499,11555,,0,0,11,6,155,17,65,6
65535,940,100,11559,11596,11554,11506,11555,,0,1,37,42,214,79,147,29
65535,940,100,11577,11574,11554,11523,11567,,0,0,23,3,113,26,88,15
65535,940,100,11582,11579,11576,11532,11577,,0,0,6,3,150,9,67,7
65535,940,100,11598,11576,11582,11542,11577,,0,0,16,22,238,38,42,1
65535,940,100,11572,11566,11556,11539,11570,,0,0,16,6,138,22,72,9
65535,940,100,11573,11562,11539,11544,11572,,0,0,34,11,132,45,76,10
65535,940,100,11581,11568,11546,11553,11584,,0,4,31,38,223,69,445,98
65535,940,100,11588,11563,11548,11545,11540,,0,0,40,25,163,65,61,4
65535,940,100,11593,11561,11555,11545,11539,,0,0,38,32,184,70,54,2
65535,940,100,11603,11552,11536,11550,11554,,0,0,67,51,176,118,57,3
65535,940,100,11613,11557,11563,11534,11532,,0,0,50,56,212,106,47,1
65535,940,100,11615,11560,11552,11535,11520,,0,0,63,55,187,118,53,1
65535,940,100,11599,11553,11563,11540,11543,,0,0,36,46,228,82,44,1
65535,940,100,11594,11543,11542,11540,11547,,0,0,52,51,198,103,51,0
65535,940,100,11590,11541,11551,11545,11551,,0,0,39,49,226,88,44,1
65535,940,100,11589,11552,11538,11539,11559,,0,0,51,37,173,88,58,3
65535,940,100,11588,11595,11545,11560,11571,,0,1,7,50,814,57,112,22
65535,940,100,11598,11576,11563,11570,11578,,0,0,35,22,163,57,61,4
65535,940,100,11603,11570,11580,11567,11598,,0,0,23,33,243,56,41,1
65535,940,100,11592,11571,11587,11566,11601,,0,4,35,14,140,49,471,100
65535,940,100,11609,11567,11554,11547,11597,,0,0,55,42,176,97,57,3
65535,940,100,11611,11563,11564,11551,11586,,0,0,47,48,202,95,50,1
65535,940,100,11600,11563,11540,11521,11562,,0,0,60,37,162,97,62,5
65535,940,100,11608,11621,11546,11501,11530,,0,1,13,75,677,88,115,23
65535,940,100,11598,11589,11522,11482,11540,,0,0,76,9,112,85,89,16
65535,940,100,11600,11575,11542,11511,11565,,0,0,58,25,143,83,70,8
65535,940,100,11591,11569,11559,11504,11575,,0,0,32,22,169,54,59,4
65535,940,100,11590,11569,11575,11522,11579,,0,0,15,21,240,36,42,1
65535,940,100,11557,11563,11579,11508,11523,,0,2,16,71,544,87,218,44
65535,940,100,11564,11563,11571,11501,11532,,0,2,8,70,975,78,210,42
65535,940,100,11555,11560,11583,11507,11540,,0,2,23,76,430,99,223,45
65535,940,100,11555,11549,11583,11498,11525,,0,2,34,85,350,119,229,46
65535,940,100,11574,11556,11596,11517,11517,,0,2,40,79,298,119,234,47
65535,940,100,11593,11600,11580,11532,11547,,0,1,7,20,386,27,126,25
65535,940,100,11606,11592,11583,11547,11520,,0,0,23,14,161,37,62,5
65535,940,100,11602,11580,11599,11545,11494,,0,0,3,22,833,25,12,1
65535,940,100,11601,11570,11592,11516,11515,,0,0,9,31,444,40,23,1
65535,940,100,11607,11562,11593,11521,11529,,0,0,14,45,421,59,24,1
65535,940,100,11604,11599,11591,11531,11507,,0,0,13,5,138,18,72,9
65535,940,100,11591,11578,11573,11524,11519,,0,0,18,13,172,31,58,3
65535,940,100,11593,11581,11582,11547,11539,,0,0,11,12,209,23,48,1
65535,940,100,11600,11567,11559,11529,11541,,0,0,41,33,180,74,56,2
65535,940,100,11605,11563,11566,11535,11523,,0,0,39,42,208,81,48,1
65535,940,100,11587,11562,11540,11540,11532,,0,0,47,25,153,72,65,6
65535,940,100,11591,11552,11552,11530,11505,,0,0,39,39,200,78,50,1
65535,940,100,11599,11546,11523,11534,11525,,0,0,76,53,170,129,59,4
65535,940,100,11595,11551,11546,11558,11506,,0,0,49,44,190,93,53,1
65535,940,100,11599,11541,11563,11568,11502,,0,0,36,58,261,94,38,1
65535,940,100,11595,11551,11583,11571,11490,,0,0,12,44,467,56,21,1
65535,940,100,11585,11594,11592,11552,11523,,0,1,9,2,122,11,182,36
65535,940,100,11576,11588,11590,11545,11536,,0,2,2,45,2350,47,204,41
65535,940,100,11565,11569,11579,11546,11555,,0,2,10,33,430,43,223,45
65535,940,100,11555,11562,11575,11525,11562,,0,2,13,50,485,63,221,44
65535,940,100,11556,11558,11564,11530,11558,,0,2,6,34,667,40,215,43
65535,940,100,11553,11555,11564,11537,11532,,0,2,9,27,400,36,225,45
65535,940,100,11573,11552,11572,11553,11548,,0,0,1,21,2200,22,5,1
65535,940,100,11589,11549,11554,11519,11561,,0,0,35,40,214,75,47,1
65535,940,100,11596,11540,11564,11524,11567,,0,0,32,56,275,88,36,1
65535,940,100,11598,11543,11561,11536,11567,,0,0,37,55,249,92,40,1
65535,940,100,11602,11544,11567,11540,11569,,0,0,35,58,266,93,38,1
65535,940,100,11598,11541,11573,11517,11564,,0,0,25,57,328,82,30,1
65535,940,100,11577,11534,11577,11500,11567,,0,0,0,43,4400,43,2,1
65535,940,100,11582,11537,11573,11519,11581,,0,0,9,45,600,54,17,1
65535,940,100,11585,11546,11578,11536,11594,,0,4,58,16,128,74,478,100
65535,940,100,11576,11558,11558,11556,11599,,0,4,43,41,195,84,451,100
65535,940,100,11564,11553,11548,11556,11561,,0,0,16,11,169,27,59,4
65535,940,100,11557,11553,11533,11529,11536,,0,0,24,4,117,28,85,14
65535,940,100,11560,11553,11546,11532,11547,,0,0,14,7,150,21,67,7
65535,940,100,11578,11591,11530,11526,11545,,0,1,13,61,569,74,118,24
65535,940,100,11579,11581,11547,11527,11530,,0,1,2,34,1800,36,106,21
65535,940,100,11570,11565,11568,11509,11551,,0,0,2,5,350,7,29,1
65535,940,100,11581,11559,11578,11514,11555,,0,0,3,22,833,25,12,1
65535,940,100,11564,11545,11570,11533,11527,,0,2,25,37,248,62,240,48
65535,940,100,11553,11542,11580,11541,11530,,0,2,38,39,203,77,249,50
65535,940,100,11564,11545,11574,11545,11546,,0,2,29,29,200,58,250,50
65535,940,100,11552,11541,11574,11553,11519,,0,2,33,21,164,54,261,52
65535,940,100,11562,11546,11580,11560,11529,,0,2,34,20,159,54,263,53
65535,940,100,11570,11549,11561,11536,11515,,0,0,9,21,333,30,30,1
65535,940,100,11575,11547,11570,11533,11539,,0,0,5,28,660,33,15,1
65535,940,100,11567,11548,11544,11546,11522,,0,0,23,19,183,42,55,2
65535,940,100,11581,11556,11567,11544,11514,,0,0,14,25,279,39,36,1
65535,940,100,11584,11559,11538,11550,11513,,0,0,46,25,154,71,65,6
65535,940,100,11592,11555,11526,11545,11498,,0,0,66,37,156,103,64,6
65535,940,100,11572,11544,11550,11548,11529,,0,0,22,28,227,50,44,1
65535,940,100,11582,11556,11569,11540,11556,,0,0,13,26,300,39,33,1
65535,940,100,11578,11566,11547,11544,11568,,0,0,31,12,139,43,72,9
65535,940,100,11573,11562,11558,11531,11575,,0,4,44,17,139,61,472,100
65535,940,100,11560,11548,11569,11532,11584,,0,4,52,15,129,67,478,100
65535,940,100,11560,11538,11542,11507,11587,,0,4,80,45,156,125,464,100
65535,940,100,11570,11535,11558,11525,11547,,0,0,12,35,392,47,26,1
65535,940,100,11578,11534,11559,11497,11557,,0,0,19,44,332,63,30,1
65535,940,100,11594,11553,11567,11546,11581,,0,0,27,41,252,68,40,1
65535,940,100,11596,11556,11582,11561,11550,,0,0,14,40,386,54,26,1
65535,940,100,11585,11560,11588,11562,11568,,0,2,28,26,193,54,252,50
65535,940,100,11582,11552,11573,11535,11547,,0,0,9,30,433,39,23,1
65535,940,100,11590,11550,11575,11539,11548,,0,0,15,40,367,55,27,1
65535,940,100,11603,11549,11570,11548,11563,,0,0,33,54,264,87,38,1
65535,940,100,11584,11540,11586,11507,11570,,0,2,46,79,272,125,237,47
65535,940,100,11580,11540,11558,11517,11591,,0,4,74,33,145,107,469,100
65535,940,100,11585,11552,11564,11529,11566,,0,0,21,33,257,54,39,1
65535,940,100,11584,11559,11555,11552,11576,,0,0,29,25,186,54,54,2
65535,940,100,11576,11561,11579,11523,11583,,0,4,60,4,107,64,493,100
65535,940,100,11582,11563,11595,11532,11584,,0,2,32,63,297,95,234,47
65535,940,100,11573,11556,11592,11516,11543,,0,2,36,76,311,112,232,46
65535,940,100,11579,11558,11573,11498,11548,,0,0,6,21,450,27,22,1
65535,940,100,11590,11537,11577,11508,11566,,0,0,13,53,508,66,20,1
65535,940,100,11586,11540,11584,11491,11579,,0,0,2,46,2400,48,4,1
65535,940,100,11599,11551,11586,11520,11561,,0,0,13,48,469,61,21,1
65535,940,100,11614,11555,11595,11532,11573,,0,0,19,59,411,78,24,1
65535,940,100,11603,11567,11576,11550,11576,,0,0,27,36,233,63,43,1
65535,940,100,11607,11563,11583,11547,11580,,0,0,24,44,283,68,35,1
65535,940,100,11596,11560,11585,11550,11593,,0,0,11,36,427,47,23,1
65535,940,100,11604,11555,11589,11547,11591,,0,0,15,49,427,64,23,1
65535,940,100,11610,11547,11567,11530,11594,,0,0,43,63,247,106,40,1
65535,940,100,11595,11547,11566,11523,11568,,0,0,29,48,266,77,38,1
65535,940,100,11608,11551,11548,11547,11580,,0,0,60,57,195,117,51,0
65535,940,100,11593,11559,11563,11529,11554,,0,0,30,34,213,64,47,1
65535,940,100,11590,11560,11542,11535,11560,,0,0,48,30,163,78,61,4
65535,940,100,11591,11553,11554,11514,11570,,0,0,37,38,203,75,49,1
65535,940,100,11596,11546,11560,11519,11543,,0,0,36,50,239,86,42,1
65535,940,100,11595,11543,11566,11525,11544,,0,0,29,52,279,81,36,1
65535,940,100,11599,11554,11577,11538,11565,,0,0,22,45,305,67,33,1
65535,940,100,11597,11551,11595,11523,11542,,0,0,2,46,2400,48,4,1
65535,940,100,11589,11549,11605,11541,11562,,0,2,56,64,214,120,247,49
65535,940,100,11583,11553,11606,11554,11573,,0,2,53,52,198,105,251,50
65535,940,100,11584,11561,11603,11556,11548,,0,2,42,47,212,89,247,49
65535,940,100,11575,11558,11598,11561,11552,,0,2,40,37,193,77,252,50
65535,940,100,11580,11552,11599,11558,11561,,0,2,47,41,187,88,253,51
65535,940,100,11593,11549,11599,11554,11532,,0,2,50,45,190,95,253,51
65535,940,100,11593,11550,11572,11552,11549,,0,0,21,43,305,64,33,1
65535,940,100,11587,11559,11584,11528,11565,,0,0,3,28,1033,31,10,1
65535,940,100,11575,11555,11566,11541,11573,,0,0,9,20,322,29,31,1
65535,940,100,11580,11558,11574,11518,11539,,0,0,6,22,467,28,21,1
65535,940,100,11582,11551,11545,11532,11551,,0,0,37,31,184,68,54,2
65535,940,100,11580,11544,11565,11543,11526,,0,0,15,36,340,51,29,1
65535,940,100,11579,11545,11569,11512,11500,,0,0,10,34,440,44,23,1
65535,940,100,11583,11532,11563,11525,11520,,0,0,20,51,355,71,28,1
65535,940,100,11577,11531,11554,11540,11543,,0,0,23,46,300,69,33,1
65535,940,100,11576,11545,11557,11551,11521,,0,0,19,31,263,50,38,1
65535,940,100,11574,11558,11565,11559,11543,,0,0,9,16,278,25,36,1
65535,940,100,11579,11563,11546,11554,11541,,0,0,33,16,148,49,68,7
65535,940,100,11588,11566,11561,11556,11545,,0,0,27,22,181,49,55,2
65535,940,100,11588,11565,11566,11556,11517,,0,0,22,23,205,45,49,1
65535,940,100,11582,11562,11577,11550,11540,,0,0,5,20,500,25,20,1
65535,940,100,11583,11566,11585,11570,11549,,0,2,19,15,179,34,256,51
65535,940,100,11572,11577,11562,11556,11529,,0,1,5,15,400,20,125,25
65535,940,100,11583,11574,11567,11555,11513,,0,0,16,9,156,25,64,6
65535,940,100,11568,11566,11574,11558,11529,,0,2,8,16,300,24,233,47
65535,940,100,11582,11564,11544,11556,11551,,0,0,38,18,147,56,68,7
65535,940,100,11580,11561,11558,11558,11549,,0,0,22,19,186,41,54,2
65535,940,100,11568,11557,11563,11562,11568,,0,0,5,11,320,16,31,1
65535,940,100,11564,11555,11576,11570,11586,,0,4,16,10,163,26,461,100
65535,940,100,11580,11610,11579,11579,11598,,0,1,30,31,203,61,149,30
65535,940,100,11585,11598,11582,11563,11603,,0,4,40,21,153,61,465,100
65535,940,100,11595,11588,11586,11534,11605,,0,4,71,19,127,90,479,100
65535,940,100,11610,11584,11580,11541,11596,,0,0,30,26,187,56,53,1
65535,940,100,11604,11577,11579,11519,11565,,0,0,25,27,208,52,48,1
65535,940,100,11613,11571,11578,11497,11559,,0,0,35,42,220,77,45,1
65535,940,100,11606,11566,11584,11512,11564,,0,0,22,40,282,62,35,1
65535,940,100,11598,11561,11599,11527,11575,,0,2,38,72,289,110,235,47
65535,940,100,11605,11564,11610,11520,11593,,0,2,46,90,296,136,234,47
65535,940,100,11619,11558,11623,11538,11552,,0,2,65,85,231,150,243,49
65535,940,100,11619,11566,11588,11514,11564,,0,0,31,53,271,84,37,1
65535,940,100,11611,11561,11588,11529,11561,,0,0,23,50,317,73,32,1
65535,940,100,11610,11563,11591,11511,11538,,0,0,19,47,347,66,29,1
65535,940,100,11596,11563,11565,11521,11545,,0,0,31,33,206,64,49,1
65535,940,100,11588,11555,11568,11514,11541,,0,0,20,33,265,53,38,1
65535,940,100,11591,11620,11586,11511,11556,,0,1,29,34,217,63,146,29
65535,940,100,11588,11616,11591,11537,11541,,0,1,28,25,189,53,153,31
65535,940,100,11586,11614,11589,11548,11559,,0,1,28,25,189,53,153,31
65535,940,100,11602,11605,11598,11526,11530,,0,1,3,7,333,10,130,26
65535,940,100,11613,11589,11598,11528,11549,,0,0,15,24,260,39,38,1
65535,940,100,11613,11578,11595,11541,11524,,0,0,18,35,294,53,34,1
65535,940,100,11607,11577,11561,11512,11509,,0,0,46,30,165,76,61,4
65535,940,100,11610,11571,11570,11521,11503,,0,0,40,39,198,79,51,0
65535,940,100,11621,11580,11578,11546,11506,,0,0,43,41,195,84,51,0
65535,940,100,11587,11581,11564,11574,11516,,0,0,23,6,126,29,79,12
65535,940,100,11599,11580,11546,11573,11533,,0,0,53,19,136,72,74,10
65535,940,100,11588,11576,11542,11552,11542,,0,0,46,12,126,58,79,12
65535,940,100,11581,11564,11554,11556,11567,,0,0,27,17,163,44,61,4
65535,940,100,11596,11565,11546,11528,11576,,0,0,50,31,162,81,62,5
65535,940,100,11594,11569,11556,11547,11549,,0,0,38,25,166,63,60,4
65535,940,100,11583,11565,11569,11555,11571,,0,0,14,18,229,32,44,1
65535,940,100,11577,11562,11581,11565,11597,,0,4,32,16,150,48,467,100
65535,940,100,11569,11621,11590,11572,11599,,0,1,52,31,160,83,163,33
65535,940,100,11560,11606,11598,11571,11564,,0,1,46,8,117,54,185,37
65535,940,100,11553,11588,11554,11556,11570,,0,1,35,34,197,69,151,30
65535,940,100,11554,11580,11549,11528,11574,,0,1,26,31,219,57,146,29
65535,940,100,11556,11582,11532,11540,11583,,0,4,43,51,219,94,446,98
65535,940,100,11560,11569,11518,11554,11595,,0,4,41,77,288,118,435,94
65535,940,100,11559,11569,11542,11569,11600,,0,4,31,58,287,89,435,94
65535,940,100,11568,11564,11559,11544,11590,,0,4,46,31,167,77,460,100
65535,940,100,11561,11571,11571,11549,11554,,0,1,10,0,100,10,200,40
65535,940,100,11563,11563,11554,11563,11558,,0,0,9,0,100,9,100,20
65535,940,100,11585,11554,11557,11529,11564,,0,0,28,31,211,59,47,1
65535,940,100,11584,11542,11537,11526,11571,,0,0,47,42,189,89,53,1
65535,940,100,11572,11547,11561,11543,11585,,0,4,42,24,157,66,464,100
65535,940,100,11574,11555,11560,11561,11541,,0,0,14,19,236,33,42,1
65535,940,100,11574,11559,11583,11558,11551,,0,2,24,25,204,49,249,50
65535,940,100,11565,11562,11585,11522,11525,,0,2,23,63,374,86,227,45
65535,940,100,11582,11554,11594,11497,11529,,0,2,40,97,343,137,229,46
65535,940,100,11560,11545,11594,11511,11526,,0,2,49,83,269,132,237,47
65535,940,100,11567,11533,11567,11500,11507,,0,0,0,34,3500,34,3,1
65535,940,100,11578,11535,11547,11490,11533,,0,0,31,43,239,74,42,1
65535,940,100,11567,11542,11567,11519,11544,,0,0,0,25,2600,25,4,1
65535,940,100,11564,11536,11582,11530,11555,,0,2,46,52,213,98,247,49
65535,940,100,11567,11539,11593,11541,11563,,0,2,54,52,196,106,251,50
65535,940,100,11567,11539,11596,11551,11568,,0,2,57,45,179,102,256,51
65535,940,100,11568,11534,11592,11547,11566,,0,2,58,45,178,103,256,51
65535,940,100,11578,11584,11562,11541,11564,,0,1,6,22,467,28,121,24
65535,940,100,11565,11564,11558,11546,11533,,0,0,7,1,114,8,88,15
65535,940,100,11559,11560,11574,11550,11548,,0,2,14,24,271,38,237,47
65535,940,100,11572,11559,11587,11537,11537,,0,2,28,50,279,78,236,47
65535,940,100,11591,11548,11592,11534,11519,,0,2,44,58,232,102,243,49
65535,940,100,11579,11547,11570,11532,11530,,0,0,9,32,456,41,22,1
65535,940,100,11569,11545,11562,11540,11505,,0,0,7,24,443,31,23,1
65535,940,100,11569,11543,11545,11539,11488,,0,0,24,26,208,50,48,1
65535,940,100,11556,11546,11556,11547,11500,,0,0,0,10,1100,10,9,1
65535,940,100,11549,11546,11557,11557,11518,,0,2,11,0,100,11,300,60
65535,940,100,11565,11549,11573,11530,11544,,0,2,24,43,279,67,236,47
65535,940,100,11566,11548,11586,11513,11542,,0,2,38,73,292,111,234,47
65535,940,100,11568,11548,11556,11531,11543,,0,0,12,20,267,32,37,1
65535,940,100,11566,11542,11524,11538,11518,,0,0,42,24,157,66,64,6
65535,940,100,11558,11541,11529,11540,11528,,0,0,29,17,159,46,63,5
65535,940,100,11556,11537,11538,11520,11533,,0,0,18,19,206,37,49,1
65535,940,100,11560,11546,11556,11521,11510,,0,0,4,14,450,18,22,1
65535,940,100,11557,11540,11560,11523,11524,,0,2,20,37,285,57,235,47
65535,940,100,11567,11546,11577,11533,11533,,0,2,31,44,242,75,241,48
65535,940,100,11571,11541,11591,11506,11560,,0,2,50,85,270,135,237,47
65535,940,100,11566,11537,11566,11486,11565,,0,0,0,29,3000,29,3,1
65535,940,100,11570,11542,11564,11493,11564,,0,0,6,28,567,34,18,1
65535,940,100,11558,11549,11549,11467,11569,,0,4,102,20,120,122,483,100
65535,940,100,11563,11548,11552,11483,11531,,0,0,11,15,236,26,42,1
65535,940,100,11577,11549,11562,11504,11544,,0,0,15,28,287,43,35,1
65535,940,100,11586,11549,11573,11497,11569,,0,0,13,37,385,50,26,1
65535,940,100,11577,11562,11581,11524,11579,,0,2,19,57,400,76,225,45
65535,940,100,11590,11568,11559,11538,11581,,0,0,31,22,171,53,58,3
65535,940,100,11605,11556,11558,11526,11591,,0,0,47,49,204,96,49,1
65535,940,100,11603,11553,11569,11541,11585,,0,0,34,50,247,84,40,1
65535,940,100,11605,11548,11578,11559,11562,,0,0,27,57,311,84,32,1
65535,940,100,11591,11552,11592,11562,11579,,0,2,40,30,175,70,257,51
65535,940,100,11595,11551,11594,11564,11592,,0,0,1,44,4500,45,2,1
65535,940,100,11598,11550,11581,11567,11588,,0,0,17,48,382,65,26,1
65535,940,100,11588,11552,11585,11574,11589,,0,4,15,4,127,19,479,100
65535,940,100,11589,11600,11595,11563,11587,,0,1,11,5,145,16,169,34
65535,940,100,11583,11581,11599,11540,11583,,0,2,18,59,428,77,223,45
65535,940,100,11583,11569,11589,11538,11543,,0,2,20,51,355,71,228,46
65535,940,100,11568,11549,11575,11536,11545,,0,2,26,39,250,65,240,48
65535,940,100,11563,11549,11575,11508,11564,,0,2,26,67,358,93,228,46
65535,940,100,11568,11541,11557,11489,11572,,0,4,83,15,118,98,485,100
65535,940,100,11577,11543,11553,11486,11548,,0,0,24,34,242,58,41,1
65535,940,100,11576,11541,11559,11491,11550,,0,0,17,35,306,52,33,1
65535,940,100,11558,11533,11540,11504,11553,,0,0,18,25,239,43,42,1
65535,940,100,11557,11534,11549,11512,11528,,0,0,8,23,388,31,26,1
65535,940,100,11559,11536,11558,11511,11538,,0,0,1,23,2400,24,4,1
65535,940,100,11559,11537,11561,11520,11538,,0,2,24,41,271,65,237,47
65535,940,100,11560,11542,11563,11528,11566,,0,4,38,3,108,41,493,100
65535,940,100,11581,11552,11571,11548,11577,,0,0,10,29,390,39,26,1
65535,940,100,11574,11560,11554,11521,11554,,0,0,20,14,170,34,59,4
65535,940,100,11585,11562,11564,11507,11563,,0,0,21,23,210,44,48,1
65535,940,100,11590,11559,11543,11493,11538,,0,0,47,31,166,78,60,4
65535,940,100,11598,11560,11552,11500,11551,,0,0,46,38,183,84,55,2
65535,940,100,11599,11553,11555,11500,11548,,0,0,44,46,205,90,49,1
65535,940,100,11591,11552,11532,11516,11560,,0,0,59,39,166,98,60,4
65535,940,100,11593,11559,11551,11533,11573,,0,0,42,34,181,76,55,2
65535,940,100,11598,11562,11576,11549,11578,,0,0,22,36,264,58,38,1
65535,940,100,11606,11566,11588,11533,11585,,0,0,18,40,322,58,31,1
65535,940,100,11588,11563,11560,11527,11589,,0,4,62,29,147,91,468,100
65535,940,100,11596,11555,11572,11506,11554,,0,0,24,41,271,65,37,1
65535,940,100,11596,11553,11590,11519,11535,,0,0,6,43,817,49,12,1
65535,940,100,11599,11558,11567,11525,11547,,0,0,32,41,228,73,44,1
65535,940,100,11598,11552,11572,11531,11557,,0,0,26,46,277,72,36,1
65535,940,100,11602,11562,11592,11525,11588,,0,0,10,40,500,50,20,1
65535,940,100,11590,11569,11592,11520,11588,,0,2,23,72,413,95,224,45
65535,940,100,11604,11572,11569,11509,11598,,0,0,35,32,191,67,52,1
65535,940,100,11593,11573,11551,11520,11559,,0,0,42,20,148,62,68,7
65535,940,100,11578,11565,11565,11530,11563,,0,0,13,13,200,26,50,1
65535,940,100,11573,11565,11547,11534,11569,,0,0,26,8,131,34,76,10
65535,940,100,11577,11565,11555,11538,11561,,0,0,22,12,155,34,65,6
65535,940,100,11561,11559,11536,11550,11538,,0,0,25,2,108,27,93,17
65535,940,100,11557,11553,11549,11530,11554,,0,0,8,4,150,12,67,7
65535,940,100,11565,11561,11558,11503,11534,,0,0,7,4,157,11,64,6
65535,940,100,11589,11560,11545,11527,11525,,0,0,44,29,166,73,60,4
65535,940,100,11585,11556,11557,11505,11534,,0,0,28,29,204,57,49,1
65535,940,100,11581,11549,11562,11505,11527,,0,0,19,32,268,51,37,1
65535,940,100,11562,11542,11567,11516,11531,,0,2,25,51,304,76,233,47
65535,940,100,11563,11548,11575,11488,11532,,0,2,27,87,422,114,224,45
65535,940,100,11576,11547,11587,11514,11547,,0,2,40,73,283,113,235,47
65535,940,100,11571,11549,11590,11534,11557,,0,2,41,56,237,97,242,48
65535,940,100,11578,11553,11604,11513,11559,,0,2,51,91,278,142,236,47
65535,940,100,11579,11548,11570,11517,11534,,0,0,9,31,444,40,23,1
65535,940,100,11566,11548,11544,11524,11512,,0,0,22,18,182,40,55,2
65535,940,100,11576,11548,11536,11513,11511,,0,0,40,28,170,68,59,4
65535,940,100,11572,11557,11557,11531,11506,,0,0,15,15,200,30,50,1
65535,940,100,11568,11564,11545,11547,11534,,0,0,23,4,117,27,85,14
65535,940,100,11580,11565,11562,11554,11518,,0,0,18,15,183,33,55,2
65535,940,100,11591,11566,11563,11561,11531,,0,0,28,25,189,53,53,1
65535,940,100,11597,11563,11542,11558,11509,,0,0,55,34,162,89,62,5
65535,940,100,11591,11556,11522,11524,11531,,0,0,69,35,151,104,66,6
65535,940,100,11575,11551,11539,11521,11533,,0,0,36,24,167,60,60,4
65535,940,100,11554,11540,11543,11513,11537,,0,0,11,14,227,25,44,1
65535,940,100,11562,11538,11544,11526,11521,,0,0,18,24,233,42,43,1
65535,940,100,11580,11537,11543,11513,11543,,0,0,37,43,216,80,46,1
65535,940,100,11594,11591,11550,11502,11559,,0,0,44,3,107,47,93,17
65535,940,100,11583,11573,11558,11515,11559,,0,0,25,10,140,35,71,8
65535,940,100,11560,11569,11532,11497,11562,,0,1,9,37,511,46,120,24
65535,940,100,11554,11566,11525,11506,11532,,0,1,12,41,442,53,123,25
65535,940,100,11557,11558,11529,11504,11533,,0,1,1,29,3000,30,103,21
65535,940,100,11559,11549,11540,11482,11549,,0,0,19,10,153,29,65,6
65535,940,100,11575,11555,11557,11472,11566,,0,0,18,20,211,38,47,1
65535,940,100,11572,11552,11557,11504,11578,,0,4,74,21,128,95,478,100
65535,940,100,11586,11550,11536,11498,11571,,0,0,50,36,172,86,58,3
65535,940,100,11593,11602,11544,11503,11569,,0,1,9,58,744,67,113,23
65535,940,100,11575,11600,11525,11511,11558,,0,1,25,75,400,100,125,25
65535,940,100,11579,11579,11516,11492,11564,,0,0,63,0,100,63,100,20
65535,940,100,11587,11621,11502,11476,11567,,0,1,34,119,450,153,122,24
65535,940,100,11578,11594,11495,11490,11575,,0,1,16,99,719,115,114,23
65535,940,100,11567,11597,11495,11508,11557,,0,1,30,102,440,132,123,25
65535,940,100,11586,11591,11527,11493,11565,,0,1,5,64,1380,69,107,21
65535,940,100,11580,11579,11550,11490,11553,,0,0,30,1,103,31,97,19
65535,940,100,11603,11571,11568,11475,11529,,0,0,35,32,191,67,52,1
65535,940,100,11612,11571,11574,11470,11537,,0,0,38,41,208,79,48,1
65535,940,100,11589,11574,11578,11487,11538,,0,0,11,15,236,26,42,1
65535,940,100,11566,11565,11583,11510,11533,,0,2,18,73,506,91,220,44
65535,940,100,11565,11562,11583,11527,11555,,0,2,21,56,367,77,227,45
65535,940,100,11573,11550,11559,11511,11571,,0,0,14,23,264,37,38,1
65535,940,100,11579,11543,11565,11509,11577,,0,0,14,36,357,50,28,1
65535,940,100,11582,11547,11576,11531,11563,,0,0,6,35,683,41,15,1
65535,940,100,11568,11544,11578,11538,11565,,0,2,34,40,218,74,246,49
65535,940,100,11576,11545,11577,11511,11565,,0,2,32,66,306,98,233,47
65535,940,100,11574,11542,11581,11519,11570,,0,2,39,62,259,101,239,48
65535,940,100,11579,11552,11584,11531,11537,,0,2,32,53,266,85,238,48
65535,940,100,11589,11546,11562,11514,11522,,0,0,27,43,259,70,39,1
65535,940,100,11581,11546,11575,11530,11541,,0,0,6,35,683,41,15,1
65535,940,100,11595,11554,11580,11510,11527,,0,0,15,41,373,56,27,1
65535,940,100,11601,11555,11588,11519,11526,,0,0,13,46,454,59,22,1
65535,940,100,11593,11551,11563,11524,11535,,0,0,30,42,240,72,42,1
65535,940,100,11589,11558,11564,11506,11517,,0,0,25,31,224,56,45,1
65535,940,100,11571,11549,11551,11504,11537,,0,0,20,22,210,42,48,1
65535,940,100,11569,11546,11569,11517,11548,,0,0,0,23,2400,23,4,1
65535,940,100,11569,11556,11591,11503,11570,,0,2,35,88,351,123,228,46
